;movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteScoreIncrease;RelativeScoreIncrease
2685;the-last-word;6;TVJerry;/user/TVJerry;Mar 26, 2017;"[ ""It seems like the only characters that actors over 70 can play are crusty grumps. Shirley MacLaine is the latest on the bandwagon, as a retired businesswoman with control issues. She's so concerned about her obit, that she assigns a young writer (Amanda Seyfried) to make it meaningful. Usually, this kind of film thrives on quirky, but this one flails with mediocre eccentricity (she becomes a radio DJ and mentors a sassy young black girl). MacLaine is great as the curmudgeon, but it's the young AnnJewel Lee Dixon whose personality steals the movie. Even so, they can't rescue every predictable beat of the story or the lack of emotional depth to add much real warmth to her obit."" ]";0.0;0.0;0.0;0.0;3;2.0
2739;a-united-kingdom;6;TVJerry;/user/TVJerry;Mar  9, 2017;"[ ""While the king of Botswana (David Oyelowo) is being educated in England, he falls for a white woman (Rosamund Pike). This is in the 40s, so you can imagine the outrage when they got married. The challenges mount when there are intense objections to his rule. The performances are convincing and the story interesting, but it unfolds with a relatively prosaic script and uninspired direction. It's a fascinating history lesson and their romance is engaging. However, the storytelling lacks that passion or creativity to give it emotional heft."" ]";0.0;1.0;0.0;1.0;3;2.0
3067;the-great-wall;6;TVJerry;/user/TVJerry;Feb 17, 2017;"[ ""Matt Damon and Pedro Pascal play 2 mercenaries looking for gun powder in historical China. When they're caught and imprisoned in the titular structure, they end up in assault by a horde of vicious mythical beasts. This film was directed by noted Chinese director Yimou Zhang and he's put his eccentric style all over the film. The battles are over the top (pun intended) with dizzying action and video game visuals. The plot is somewhat silly, while the human interaction is mundane. If you appreciate fantastic imagery, hyped up fights and spectacular scenery, this somewhat stylized adventure will not disappoint."" ]";5.0;8.0;5.0;3.0;3;2.0
4418;split;6;TVJerry;/user/TVJerry;Jan 26, 2017;"[ ""Three teenage girls (of course) are kidnapped by a man who is possessed by 23 personalities (James McAvoy). This is a women in distress thriller with a heavy layer of psychological conversation (featuring a wonderful Betty Buckley as his doc). The film promises horrible consequences and has a mild amount of stress in the process. The ominous feeling of dread and mild touches of suspense are typical tropes from writer/director M. Night Shyamalan. Still, the final scenes don't pay off in tension or shockers. McAvoy does demonstrate his exceptional talent, as he brilliantly inhabits a variety of peculiar characters. The \""surprise\"" at the end isn't really a twist in the traditional Shyamalan style, but a silly in-joke."" ]";0.0;2.0;0.0;2.0;3;2.0
4757;rules-dont-apply;6;TVJerry;/user/TVJerry;Nov 29, 2016;"[ ""This movie purports to be about a young couple (Alden Ehrenreich & Lily Collins) that fights falling in love because it's against their bosses' rules. In reality (pun intended), their relationship is peripheral  to the story's central character: Howard Hughes (played by the film's writer/director Warren Beatty). Granted, their lives are greatly affected by the billionaire, but at heart, the movie's about Hughes' increasingly peculiar lifestyle and Beatty's eccentric portrayal. It's fun to enjoy the '40s period and watch the elaborate systems set up around the famous recluse. The performances are good, the situations are interesting and the pacing never lags, but the plot rambles and never offers any kind of emotional involvement or compelling dramatic payoff."" ]";1.0;1.0;1.0;0.0;3;2.0
4821;bad-santa-2;6;TVJerry;/user/TVJerry;Dec  1, 2016;"[ ""Billy Bob Thornton re-teams with his crooked elf (Tony Cox) to knock off a Christmas charity. Toss in a return of the rotund, clueless kid (Brett Kelly), plus a mean mom (Kathy Bates) and a lovely lady (Christina Hendricks, who is surprisingly raunchy). Not much has changed since the original, except that they're trying even harder to be cruel, crude and offensive. The obscenities permeate every line and the mean-spirited approach dominates. Many of the insults are funny, while just as many aren't. The abusive attitudes wear thin and sometimes they're just trying to see how mean or gross they can be. Still, it manages to amuse those who like their comedy twisted and vulgar (just in time for the holidays!)."" ]";2.0;2.0;2.0;0.0;3;2.0
5562;billy-lynns-long-halftime-walk;6;TVJerry;/user/TVJerry;Nov 19, 2016;"[ ""Billy is a young soldier on a US victory tour with his squad after a heroic skirmish in Iraq. The narrative alternates between their recognition at a big football game and flashbacks to his family and his experiences in the military. The best thing about this film is the deeply nuanced and quietly sensitive portrayal of the title character by British actor Joe Alwyn. He manages to rise above the inert drama and endless preaching to bring emotion to his character (although he cries one time too many). The film's message about the sacrifices of our soldiers and the politics of war keeps pounding back…ultimately, becoming tiresome. While the performances are effective and some of the scenes have impact, director Ang Lee substitutes copious tears and ardent closeups for real drama. (That skirmish with the stagehands was a contrived excuse to trigger a climax.)"" ]";0.0;0.0;0.0;0.0;3;2.0
5896;arrival;6;TVJerry;/user/TVJerry;Nov 17, 2016;"[ ""The aliens have returned. This time in cool-looking, mysterious crafts that hover above the earth in 12 places. Amy Adams is the expert linguist (with a troubled past?) who's brought in to try to establish communications with the mysterious creatures. This film's concepts for otherworldly design are intriguing, but after seeing the film, the reason for their visit is still hazy. While there's lots of enticing set up, the proceedings move slowly to a repetitive and frustrating crawl before it's over. To make matters worse, the ending may leave you flummoxed. (Some internet research helped explain it.) While the premise is certainly fascinating, the dwindling pace and lack of much tension results in a less-than-satisfying outcome to this untraditional extraterrestrial narrative."" ]";7.0;14.0;7.0;7.0;3;2.0
6094;the-handmaiden;6;TVJerry;/user/TVJerry;Nov 14, 2016;"[ ""A young woman is hired to work as the maid for a Japanese heiress in 30s Korea, but unexpected passion leads to deception all around. This sumptuous period drama is beautifully created by director Chan-wok Park (SNOWPIERCER & OLDBOY), but the pace is painfully slow and the exaggerated emotions wear thin. There's a large dose of somewhat explicit lesbian lovemaking (the film isn't rated), but their over-the-top reactions render them more stylized than passionate.  For visual appeal and stately style, this film excels, but for pace and patience, it's a trial. In Korean & Japanese with subtitles."" ]";1.0;3.0;1.0;2.0;3;2.0
6159;jack-reacher-never-go-back;6;TVJerry;/user/TVJerry;Oct 25, 2016;"[ ""Tom Cruise is back as the badass from the novels. The usually solo action hero teams up with an officer accused of treason (Cobie Smulders) to uncover the crooks behind a conspiracy. There's lots of running, a few gunfights, plenty of hand-to-hand combat and some personal interaction. It's all competently staged, but nothing stands out. Pretty much a by-the-numbers action flick with a steely Cruise sharing the screen with an equally tough woman."" ]";4.0;4.0;4.0;0.0;3;2.0
6671;jason-bourne;6;TVJerry;/user/TVJerry;Aug  2, 2016;"[ ""Matt Damon scowls his way thru another movie by Paul Greengrass, whose specialty is hard-driving action, shot and editing in such a frantic manner that it's hard to follow. Bourne is lured out of hiding by his ex-CIA boss (Tommy Lee Jones) in an attempt to stop a dangerous data leak. Once it starts rolling, the film's momentum is non-stop, but most of the stunts have been done before (with the exception of a crazy chase scene thru Vegas that defies physics). The operations machinations keep the audience wondering what's next (and sometimes what's happening), but there aren't any surprises. Nothing new or exciting here, but the movie still supplies fast-paced, vigorous entertainment."" ]";2.0;2.0;2.0;0.0;3;2.0
6762;dont-think-twice;6;TVJerry;/user/TVJerry;Aug 20, 2016;"[ ""Comic Mike Birbiglia stars in, wrote & directed this dissection of an improv troupe that finds their friendships tested when one of them gets a job on a SNL type show.  This excellent ensemble captures a warm camaraderie that's all the more poignant when conflicts arise. Yep, there are some funny moments, but this film wallows in awkward encounters and unhappy, unstable egos. As a result, there's much more drama than comedy. Still, it's an enjoyable indie for anyone who enjoys the world of improvised theatre."" ]";3.0;5.0;3.0;2.0;3;2.0
7213;kubo-and-the-two-strings;6;TVJerry;/user/TVJerry;Aug 20, 2016;"[ ""The folks at Laika Studio (ParaNorman, Box Trolls, Coraline) excel in creating atypical animations:  Atypical because they use labor-intensive stop-motion and diverge from traditional subject matter. This film tells the story of a young Japanese boy with storytelling gifts and magical origami skills. He sets out with his friends Monkey & Beetle to discover his family's secrets. While the animation is lovely, the story moves with a humble pace and dramatic nuance that is often slowed by long scenes of gentle dialogue. There are a few modern-style quips tossed about, but this is not a comedy. There's a sweet appeal and a quiet charm, but it ultimately lacks much emotional punch and visual splendor. Do children enjoy art films? NOTE: Stay thru the credits to see how one of the creatures is animated."" ]";15.0;22.0;15.0;7.0;3;2.0
7317;mechanic-resurrection;6;TVJerry;/user/TVJerry;Sep  5, 2016;"[ ""After going underground at the end of the 2011 flic, hired assassin Jason Statham returns to kill again. He's backed into a corner, thanx partly to his quick romance with Jessica Alba, who's basically reduced to being the damsel in distress. As expected, he kicks ass and kills plenty, but this sequel has him setting more traps and creating elaborate schemes. There's less hand-to-hand fighting, which is his strength. What fights are there, aren't often special. Statham fans will probably enjoy his steely character and some good moves, but will find less cool action than expected."" ]";0.0;0.0;0.0;0.0;3;2.0
8000;the-infiltrator;6;TVJerry;/user/TVJerry;Jul 19, 2016;"[ ""Bryan Cranston plays a real-life Federal agent who assumes the identity of a money-laundering exec to burrow undercover in Pablo Escobar’s drug trafficking operation. There's nothing original about this story or especially stimulating about this film. Cranston and the rest of the cast do credible jobs. It's interesting to watch the scheme develop, but there's almost no tension or conflict to create compelling drama. I’m sure the intention was to take a somewhat businesslike approach to telling the story with some personal struggle sprinkled on top. That was accomplished, but it's in no way memorable."" ]";0.0;0.0;0.0;0.0;3;2.0
8475;sausage-party;6;TVJerry;/user/TVJerry;Aug 17, 2016;"[ ""F**k = Funny. That's the basic tenant of writing for this film. Have a food item drop the F-bomb and get a laff. And to take it one step further, mention anything involving sex: another laff. The cast is made up primarily of foods that inhabit a grocery store (and cuss). Apprehension arises when they hear rumors that the world outside the market is a place where humans destroy them (aka eat). There are some enjoyable characters (voiced by regulars in Seth Rogen's orbit) and witty moments (the orgy finale presents a dizzying montage of sexual practices). The performances are fun and the pacing is spunky, but there's not a lot that's genuinely humorous going on."" ]";2.0;5.0;2.0;3.0;3;2.0
8939;the-shallows;6;TVJerry;/user/TVJerry;Jul  1, 2016;"[ ""Blake Lively goes surfing on a secluded Mexican beach, where she's terrorized by a great white shark. She gets stranded on a rock, but that's only one of the deluge of obstacles in her movie-length ordeal. If you're willing to toss credibility overboard, you can relax and enjoy some mildly suspenseful moments. The dramatic cinematography and visual treatment add an extra element of beauty to this already lovely location. Lively manages with lots of grimacing and grit, but the tension never gets too deep and the ending pushes plausibility."" ]";0.0;1.0;0.0;1.0;3;2.0
9222;a-hologram-for-the-king;6;TVJerry;/user/TVJerry;Apr 27, 2016;"[ ""This is not a typical Tom Hanks headliner, but a smaller indie film based on the book by Dave Egger. He plays an American businessman who travels to Saudi Arabia to close a big IT deal. Nothing is simple in this country, where he doesn't understand the customs and has to cope with the eccentric bureaucracy. He befriends his driver, flirts with a lovely doctor and has other low-key encounters. Meanwhile, his own personal doubts and family issues add more minor layers. While Hanks plays his typical appealing type, the film rambles from event to event without much momentum. The most interesting aspect is the scenery and architecture, as well as insight into the country's traditions. While it has charm and is never dull (not especially amusing either), the somewhat disjointed storyline meanders too much to provide much satisfaction."" ]";2.0;2.0;2.0;0.0;3;2.0
9251;the-huntsman-winters-war;6;TVJerry;/user/TVJerry;Apr 28, 2016;"[ ""This sequel starts with Charlize Theron's evil queen and her sis Emily Blunt, who also becomes wicked after a life-changing incident. Off she goes to create her own \""Frozen\"" land, where she kidnaps children and raises them as the titular fighters (including Chris Hemsworth and Jessica Chastain). Between forbidden love and the missing magic mirror, there's a fairy tale in the form of a mild adventure. While the plot and dialogue are humdrum, the visuals are quite lovely. Mystical creatures, appealing effects and Coleen Atwood's fabulous dresses. The fights are mostly a blur and the action is limited, but Zthe fantasy elements make this a passable effort."" ]";0.0;0.0;0.0;0.0;3;2.0
9336;the-bronze;6;TVJerry;/user/TVJerry;Mar 24, 2016;"[ ""Melissa Rauch is best known from \""The Big Bang Theory\"" (which I've never watched), so I wasn't familiar with her work. From the \""raunchy\"" style of this script, I assumed she was a comic who likes to say **** in every sentence. Now, I'm guessing that's the script (which she co-wrote with her husband who took her last name), so she's still responsible. She plays a former Olympic Bronze medalist who's coasting on her glory 14 years later. She's also totally self-involved, spoiled and out of touch with reality. While this is sometimes funny (and often relies on her deadpan foul-mouthed delivery), it's mostly off-putting because she's so despicable. Actually, Tom Middleditch (best known for \""Silicon Valley,\"" which I DO watch) has the best comic moments. The plot is predictable: she's forced to help an upcoming gymnast train for the games and finds her own heart in the process. There's a romping pace and enough jokes that land to make it mildly enjoyable, even though Rauch's mean-spirited character is such a dick."" ]";0.0;1.0;0.0;1.0;3;2.0
9786;miles-ahead;6;TVJerry;/user/TVJerry;Apr 26, 2016;"[ ""Most modern biopics aren't structured in traditional chronological order, hitting the personal and professional highlights. This exploration of jazz innovator Miles Davis \""riffs\"" on one incident in his life with flashbacks to fill in a few blanks. Don Cheadle not only co-wrote and directed, he also stars as the trumpet pioneer. After 5 years of producing no music (and enduring chronic pain and extended drug use), he's approached by a writer (Ian McGregor) whose effort for a story turns into much more. Flashbacks reveal bits of Davis' relationship with his wife and a few other seminal moments. You could say the film is constructed in a free-form sort of jazz improvisation style. This approach, while interesting, doesn't help build any dramatic force or tension. Fans of the musician may appreciate this opportunity, but regular film goers won't find much meaningful here."" ]";0.0;0.0;0.0;0.0;3;2.0
9987;i-saw-the-light;6;TVJerry;/user/TVJerry;Apr  5, 2016;"[ ""Biopics are most successful with some sort of creative approach that makes them more than a timeline recap. Unfortunately, this one (about country western singer Hank Williams) tries to hit too many high and low lights. As a result, it's a choppy chronicle that doesn't succeed well at creating a compelling story of his career or his personal life. You could probably read Wikipedia and get the same info. Brit actor Tom Hiddleston inhabits the character, thick Southern accent and all. His performance is charismatic and his singing is impressive. There are brief performance excerpts of Williams' greatest hits and plenty of him drinking and having challenging relationships with women. The pacing stays at the same medium level throughout, which doesn't make for dynamic cinema. The whole film feels choppy and incomplete, never taking the time to create any depth and true appreciation for this talented artist."" ]";0.0;0.0;0.0;0.0;3;2.0
10158;my-big-fat-greek-wedding-2;6;TVJerry;/user/TVJerry;Apr  3, 2016;"[ ""Toula (Nia Vardalos) and Ian (John Corbett) are still married 17 years later. They now have a semi-surly teenage daughter who's humiliated by her heritage, while their own relationship is losing a bit of focus. True to the title, there's another wedding that brings the family together, after much comic mayhem. All of the fussy relatives are back, including a few new ones and there's plenty of mildly entertaining \""Greek comedy.\"" There's nothing subtle or surprising in this sequel and the writing (also by Vardalos) is somewhat bland. Still, audiences who prefer broad, obvious, family-style humor may find it sweetly appealing."" ]";1.0;1.0;1.0;0.0;3;2.0
10259;45-years;6;TVJerry;/user/TVJerry;Feb  3, 2016;"[ ""Charlotte Rampling and Tom Courtenay play a couple approaching their 45th wedding anniversary and a celebratory party. The week before, a letter arrives that stirs up emotions from his past and brings the sincerity of their marriage into question. Rampling has received an Oscar nom for her underplayed performance, but it’s the entire movie that’s reserved and unsentimental. We watch them mundanely go about their daily interactions with a deliberate pace. Nothing about the film is especially affected or emotional. There are quiet observations and lots of her looking (into mirrors, fields, waterways). I found it tasteful and Rampling lovely, but the underplayed drama and objective direction made me impatient and underwhelmed."" ]";1.0;1.0;1.0;0.0;3;2.0
10274;whiskey-tango-foxtrot;6;TVJerry;/user/TVJerry;Mar  8, 2016;"[ ""With Tina Fey starring (and judging from the promos) you'd expect this to be a rollicking war comedy. Fey does land a few humorous asides, but they quickly give way to the more serious experiences of a woman reporter in the war zones of Afghanistan and Pakistan (based on Kim Barker's book). She experiences beginner's confusion, sexual politics, tragic events and career frustration. Unfortunately, while Fey has a charming personality, she doesn't mine the dramatic depths of her character's journey. Even thought it's sometimes predictable and been done better before, the movie tells an interesting story about a journalist's life in a war zone. (If you haven't figured it out, the title spelled in phonetic alphabet is WTF.)"" ]";0.0;0.0;0.0;0.0;3;2.0
10965;how-to-be-single;6;TVJerry;/user/TVJerry;Feb 17, 2016;"[ ""Those expecting a raunchy comedy revolving around Rebel Wilson may be disappointed to find out that she’s not the central character. She has plenty of opportunity to be outrageous and funny, but there are several other people who fill up the plot. If explores the attempts at hookups and relationship of several people in a somewhat confusing mishmash of romantic lessons. Sure, there are laughs (primarily Wilson), but there are also winning performances and sweet romantic encounters with confused women, sincere (!) guys and one adorable baby. Yes, a total chick flick, but one that’s liable to hit home with its audience."" ]";1.0;1.0;1.0;0.0;3;2.0
11039;pride-and-prejudice-and-zombies;6;TVJerry;/user/TVJerry;Feb  5, 2016;"[ ""As you can tell from the title, this Jane Austen classic has added the undead to the story of social class and romance. Sounds like it could be campy fun, but the filmmakers have taken it very seriously. Sure, the Bennett sisters dispatch zombies with kickass efficiency (and overdone editing), but too much of this film is taken up with the amorous interactions. The only variation from the serious approach is the prissy parson (played hilariously by Dr Who’s Matt Smith). Surprisingly, the traditional tale is pretty effectively told, but better versions have already been made. We want more zombies!"" ]";4.0;6.0;4.0;2.0;3;2.0
11051;anomalisa;6;TVJerry;/user/TVJerry;Jan 28, 2016;"[ ""Charlie Kaufman is known for screenplays that take an unusual approach to cinematic storytelling. His latest (which he also co-directed) expands those boundaries again. It centers around an author who’s lost his inspiration in life. While visiting Cincinnati for a lecture, he meets a young woman who changes his outlook. Now the twist: Stage it in stop-motion animation using eerily human-looking felt puppets. Technically, it’s brilliantly realized and fascinating to watch, right down to the subtle facial expressions. As for entertainment value, it slows to tedium about half way thru. Just because it’s animated is no excuse for the self-indulgent pacing. This would have been a incredible short, but the conceptual gimmick can’t make up for the tedious length."" ]";0.0;1.0;0.0;1.0;3;2.0
11090;race;6;TVJerry;/user/TVJerry;Feb 24, 2016;"[ ""The double entendre of this film’s title is apt. It details the athletic success of Jesse Owen as he works his way to his record-setting 1936 Olympics, as well as the racial travails that made his journey such a challenge. It’s very informative, especially the details about the reactions of the Nazis, who were hosting those fateful games in Berlin. While it’s well made and has a solid (if traditional) structure, it lacks the fervor that would have ignited the story’s passion. The cast does fine and the direction is competent. It’s more a fascinating history lesson than a stirring film. (The CGI locations are the most obviously fake in recent memory.)"" ]";0.0;0.0;0.0;0.0;3;2.0
11157;triple-9;6;TVJerry;/user/TVJerry;Mar  5, 2016;"[ ""A crew of dirty cops gets caught in a web of threats from the mobster that hired them (led by an almost unrecognizable Kate Winslet). This is one of those gritty, violent. hard-edged films that's more about atmosphere than content. The strong cast (Aaron Paul, Anthony Mackie, Casey Affleck, Chiwetel Ejiofor, Norman Reedus, Woody Harrelson) seems to be enjoying all the tough talk, but the plot does sometimes get murky and predictable. Speaking of...this film is so dark that it's practically shot in silhouette. While nothing about this film is outstanding, it's a solid entry into the genre."" ]";0.0;1.0;0.0;1.0;3;2.0
11184;hail-caesar!;6;TVJerry;/user/TVJerry;Feb  7, 2016;"[ ""The latest from the Coen Brothers is a playful tribute to the Golden Age of Hollywood. The central character is a studio exec (Josh Brolin), who deals with his stars, directors and productions in one busy day. We also get treated to some delightful re-creations of classic styles (a Biblical epic, a Western, a Kelly-esque dance romp, an Esther Williams production number). The star-loaded cast (Clooney, Tatum, Johansson) gets to create some delightful types (Alden Ehrenreich is especially enjoyable as a sincere, simple cowboy). So far, sounds like lots of fun. Where it stumbles is tying it all together. The individual encounters are lively and peppered with the Coen’s cracked sense of humor. But the whole narrative doesn’t seam together smoothly and there’s more energy than laffs. A lesser film by the Brothers is still fun."" ]";2.0;4.0;2.0;2.0;3;2.0
12276;sisters;6;TVJerry;/user/TVJerry;Dec 30, 2015;"[ ""Tina Fey and Amy Poehler team up again (“Baby Mama”), but the character types are reversed. Fey is the wild failure, while Poehler plays the stable do-gooder. When their parents decide to sell their home, the girls travel back to clean out their rooms, but not before one final blowout. The flick is all about the snappy banter that bounces effortlessly between them, thanks to SNL writer Paula Pell, who manages to capture their style with sassy ease. There are some cheap shots and obvious gags, but the witty comments make them amusing. It’s a lot of it’s fun until about half way thru the big bash, when the mayhem stops building and just gets silly. Still, if you like these women and their comic chemistry (plus a healthy helping of enjoyable supporting characters), you won’t be disappointed."" ]";1.0;1.0;1.0;0.0;3;2.0
12532;the-hunger-games-mockingjay---part-2;6;TVJerry;/user/TVJerry;Nov 20, 2015;"[ ""Katniss (Jennifer Lawrence, who gets LOTS of closeup brooding) and her posse lead the final assault on The Capital and President Snow (Donald Sutherland). This means a few battle sequences, although the first one is almost an hour in, thanks to all the YA drama that wraps up the group's fate. Those with an investment in the series and its characters should be gratified, but anyone looking for the cool inventiveness of the first film will find this one unimaginative. Despite being too long, it sill manages to create a mildly-compelling drama with adequately-staged action."" ]";3.0;8.0;3.0;5.0;3;2.0
13464;our-brand-is-crisis-2015;6;TVJerry;/user/TVJerry;Nov  3, 2015;"[ ""Sandra Bullock plays a political consultant with personal and professional issues. She's hired to help a losing Bolivian candidate win the presidential election. To add to her troubles, her nemesis (Billy Bob Thornton) is working for the poll favorite. This could have been a sharp political comedy if the writing had been snappier (she does have a few amusing moments). It might have been a rousing indictment on modern politics if it had been more incisive. As it stands, it's adequate on both counts, but not strong enough to move the needle towards excellence in either direction."" ]";1.0;1.0;1.0;0.0;3;2.0
13569;truth-2015;6;TVJerry;/user/TVJerry;Nov  2, 2015;"[ ""Although Dan Rather (Robert Redford) is the famous character in this film, the focus is on his \""60 Minutes\"" producer, Mary Mapes (Cate Blanchett). She got the scoop that George Bush may have been AWOL during his National Guard service. The movie tracks her team as they researched and prepped the story for airing. Her close relationship with Rather provides a crucial angle, but it's her team's professional and political struggles that capture the heart of the controversy. Blanchett is wonderful, as always, and the story unfolds in a mostly rational, analytical process. This makes for an interesting journalistic procedural, but lacks emotional power or a sense of outrage that would have made it compelling cinema."" ]";1.0;2.0;1.0;1.0;3;2.0
13821;burnt;6;TVJerry;/user/TVJerry;Nov  4, 2015;"[ ""Bradley Cooper plays a chef who's great at cooking, but a mess at personal and professional relationships. After a major flame out, he moves to London, where he enlists old friends to create a new restaurant. There's lots of kitchen prep that's interesting and serves up some beautiful dishes. There's also lots of him being a dictatorial **** but oh so committed to his craft. Performances are solid, but the story's focus is muddled, esp. in the beginning. Foodies into the high-pressure gourmet world will find lots to like. Cooper fans will enjoy him. Overall, an interesting, but forgettable film."" ]";0.0;0.0;0.0;0.0;3;2.0
13905;big-stone-gap;6;TVJerry;/user/TVJerry;Oct 14, 2015;"[ ""Ashley Judd plays a single woman in her small Wise County community, who's facing big changes in her life. While there is a sprinkling of \""characters\"" populating the titular Virginia town (most notably a big floozy Jenna Elfman and stereotypically sassy Whoppi Goldberg), this is basically a romance between Judd and the always dreamy Patrick Wilson. There's a fun energy that keeps the film moving, but it's trying too hard to capture the sweet, quirky charms of a small Southern town. Adriana Trigiani adapted her novel into the screenplay and directed, but any appeal that the book may offer is rendered rather bland and even corny."" ]";0.0;0.0;0.0;0.0;3;2.0
13908;everest;6;TVJerry;/user/TVJerry;Oct 14, 2015;"[ ""Movies about attempts to scale the titular peak have been made before and probably better. This one's based on a real expedition that was plagued by harsh weather and other dooming circumstances. The first hour is spent setting up the characters as they prep for the big climb. The 2nd half takes the trek with methodical detail. Even though there are perilous moments, they seldom create much apprehension or drama. The cinematography offers incredible vistas and perilous perches that are even more dizzying in 3D. If you're into mountain adventures, there's enough here to like, but as cinema, it's less than gripping."" ]";1.0;1.0;1.0;0.0;3;2.0
13929;learning-to-drive;6;TVJerry;/user/TVJerry;Sep 21, 2015;"[ ""When Patricia Clarkson gets in Ben Kingsley's cab, her husband has just dumped her. As she sets out to reclaim her life, she decides to take matters in her own hand…behind the wheel. That's when the mellow, wise, patient Indian immigrant comes back into her life. This film is basically a dialogue between the two of them, as we watch their lives change and their relationship grow. As a result, it's all about the performances and with two fine actors like these, it's a pleasure to watch. There's nothing earth-shattering in the story or even emotionally deep, just a sweet, predictable adult movie."" ]";0.0;0.0;0.0;0.0;3;2.0
14101;the-diary-of-a-teenage-girl;6;TVJerry;/user/TVJerry;Sep  3, 2015;"[ ""Because it's set in the free-love, drug-drenched culture of 1976 San Francisco, the central premise is treated more revelatory than shocking. The 16-year-old \""girl\"" (Bel Powley) has an affair with her mom's (Kristen Wiig) boyfriend (Alexander Skarsgård). Her sexual obsession and artistic awakening are explored thru her first-person narration (which becomes monotonous), social encounters and animated segments (in the underground comix style of Aline Kominsky-Crumb). Powley credibly captures the extremes of adolescent exhilaration, insecurity and longing. Filmmaker Marielle Heller has chosen to play down the obvious fashion and musical references to the period, in favor of a focus on the personal experience. There's no denying that this frank, provocative account may shock some, but it's presented without judgment and with sensitive insight. Interesting film credit: joint roller!"" ]";3.0;5.0;3.0;2.0;3;2.0
14711;a-walk-in-the-woods;6;TVJerry;/user/TVJerry;Sep 10, 2015;"[ ""Robert Redford and Nick Nolte decide to hike the Appalachian Trail. This lighthearted cinematic trek presents mild physical challenges, spirited encounters and the inevitable dramatic declarations. Redford plays determined and serious (while sometimes spouting environmental facts), while Nolte gets a chance to be blustery, feisty and the comic center of the film. This won't go down as hilarious or even memorable, but its sweet, low-key charms and lovely scenery should appeal to a mature audience."" ]";1.0;1.0;1.0;0.0;3;2.0
15588;ricki-and-the-flash;6;TVJerry;/user/TVJerry;Aug  9, 2015;"[ ""Meryl Streep plays a rocker who never made it big, but still gigs with her group. When her daughter (real-life daughter Mamie Gummer) hits a rough patch, mom returns home to her trio of children, who are bitter at her deserting them for her musical aspirations. The script by Diablo Cody is structurally trite with almost none of the snarky comedy that made her famous. Director Jonathan Demme has never been known for warm family stories, so this stretch is competent, but uninspired. Streep creates an interesting character and makes a pretty cool rock singer, but Gummer has some of the best moments. Without the A-list cast, this film would feel more at home on Lifetime."" ]";1.0;1.0;1.0;0.0;3;2.0
15704;the-stanford-prison-experiment;6;TVJerry;/user/TVJerry;Aug  3, 2015;"[ ""If you can't tell by the profuse, thick hair on almost every actor, this movie takes place in 1971. A Stanford University psychologist (Billy Crudup) hired 24 student volunteers to play prisoners and guards in a simulated jail experiment. This fact-based story gets darker, as the roles they play get more intense. The cast of young up-and-comers does a good job, but things get too intense and stay that way. Even if the dialogue is taken from actual transcripts, the film's persistent seriousness becomes a dull dark throb, instead of building into any kind of emotional payoff. It's a fascinating study, but I remember 2010's The Experiment tackled it better."" ]";1.0;1.0;1.0;0.0;3;2.0
15855;we-are-your-friends;6;TVJerry;/user/TVJerry;Aug 31, 2015;"[ ""Zac Efron plays an eager DJ, who's trying to break into the hot LA scene of electronic music. He hangs with his boys, hits the dance parties and enjoys the inevitable drugs (highlighted by a cool animated trip). The filmmakers have gone for the MTV audience with a playful structure, quick cuts, on-screen graphics and plenty of EDM (most of which didn't stand out). The plot is completely useless and the performances don't add much value. Scenesters will either rave (pun intended) or scoff at the shameless pandering."" ]";0.0;0.0;0.0;0.0;3;2.0
15927;american-ultra;6;TVJerry;/user/TVJerry;Aug 25, 2015;"[ ""This is one of those flix where the trailer makes it look like a comedy with action. Truth: it's a few fights with almost no laffs. Jesse Eisenberg plays a stoner who lives in a small town with his girl (Kristen Stewart). Turns out he's a sleeper agent, who's highly lethal skills are awakened when the CIA agent mounts a campaign to eliminate him (why was never clear). The plot is basically simple, but the details convoluted. It's really about watching Eisenberg go the action hero route, which he does with his typical confused, wimpy personality. The fights have an ultra-violent edge, but in a quick cartoon style that minimizes the impact. Unfortunately, the talky scenes are slow and lack any interest. It's not a total disappointment, but not especially cool, funny or edgy either."" ]";1.0;3.0;1.0;2.0;3;2.0
15954;the-man-from-uncle;6;TVJerry;/user/TVJerry;Aug 18, 2015;"[ ""Did you know that the titular TV series involved Ian Fleming (the creator of James Bond)? Unfortunately, this film bears little resemblance to 007's spy coolness. It revolves around 2 agents: Napoleon Solo from the CIA (Henry Cavill adopting a somewhat stilted American delivery) and Illya Kuryakin from the KGB (Armie Hammer offering nothing special). They're brought together by their countries to save the world from catastrophe (nothing new here). The overabundance of dialogue could have been offset by snappy wordplay, but it's flat. To make matters worse, director Guy Ritchie's action sequences are uninspired. The only fun aspect is the groovy '60s fashions, but that's not enough to make this retro adventure worth wearing…or watching."" ]";2.0;3.0;2.0;1.0;3;2.0
